Date,symbol,Next_Close,prediction
2024-07-18 09:30:00,AAPL,223.55862426757812,225.19744984862987
2024-07-18 09:30:00,MSFT,434.5805358886719,438.3661270780231
2024-07-19 09:30:00,TSLA,251.50999450683594,241.11884318016402
2024-07-22 09:30:00,GOOGL,181.1326446533203,182.84826879758907
2024-07-29 09:30:00,GOOGL,169.67422485351562,170.78082231952098
2024-07-29 09:30:00,MSFT,420.4726867675781,425.8691780714847
2024-07-30 09:30:00,GOOGL,170.91969299316406,169.99756578868406
2024-07-31 09:30:00,GOOGL,170.1425323486328,172.01850827300962
2024-07-31 09:30:00,TSLA,216.86000061035156,233.68919029799181
2024-08-05 09:30:00,AAPL,206.53585815429688,202.64529466889883
2024-08-06 09:30:00,GOOGL,158.3652801513672,159.33870968018317
2024-08-08 09:30:00,MSFT,403.67047119140625,400.4084677553301
2024-08-13 09:30:00,MSFT,414.4477233886719,409.3679157213416
2024-08-14 09:30:00,TSLA,214.13999938964844,200.96638540455064
2024-08-15 09:30:00,TSLA,216.1199951171875,215.31429098399565
2024-08-19 09:30:00,GOOGL,166.57546997070312,167.06000237977335
2024-08-26 09:30:00,GOOGL,164.08450317382812,166.02651277418775
2024-08-28 09:30:00,GOOGL,161.19500732421875,162.58036659305927
2024-08-29 09:30:00,AAPL,228.49710083007812,230.98437542224872
2024-09-05 09:30:00,GOOGL,150.374267578125,157.87230246424878
2024-09-10 09:30:00,AAPL,222.1710205078125,219.11622473849962
2024-09-12 09:30:00,GOOGL,157.0988311767578,155.6041233511917
2024-09-16 09:30:00,TSLA,227.8699951171875,226.40035286707268
2024-09-16 09:30:00,MSFT,433.41168212890625,427.4592160021452
2024-09-18 09:30:00,MSFT,436.93756103515625,429.22476876942653
2024-09-20 09:30:00,MSFT,431.77825927734375,433.0277965759288
2024-09-23 09:30:00,MSFT,427.4555969238281,430.96490580511056
2024-09-24 09:30:00,TSLA,257.0199890136719,253.4620644592745
2024-09-27 09:30:00,MSFT,428.5810546875,426.73089318765255
2024-10-01 09:30:00,MSFT,415.4636535644531,420.4523195959984
2024-10-02 09:30:00,AAPL,225.17440795898438,226.14541931612044
2024-10-03 09:30:00,GOOGL,166.6768035888672,165.20287209064495
2024-10-03 09:30:00,MSFT,414.39794921875,415.5677325958554
2024-10-07 09:30:00,GOOGL,164.00294494628906,163.18203695020856
2024-10-08 09:30:00,AAPL,229.03591918945312,226.3040982070782
2024-10-10 09:30:00,GOOGL,162.8655548095703,162.05527220550073
2024-10-11 09:30:00,MSFT,417.4656677246094,413.2540613218919
2024-10-14 09:30:00,GOOGL,165.08047485351562,165.22287283181956
2024-10-14 09:30:00,AAPL,233.33645629882812,231.01242058743583
2024-10-15 09:30:00,MSFT,414.45770263671875,416.7604126951121
2024-10-16 09:30:00,GOOGL,162.55625915527344,164.42230838546777
2024-10-16 09:30:00,AAPL,231.6401824951172,230.00768290688345
2024-10-17 09:30:00,TSLA,220.6999969482422,220.5344568302657
2024-10-17 09:30:00,AAPL,234.48391723632812,232.01759662656627
2024-10-24 09:30:00,GOOGL,164.89089965820312,162.62633180953566
2024-10-29 09:30:00,GOOGL,174.059814453125,169.77911896864484
2024-10-30 09:30:00,TSLA,249.85000610351562,258.7483860773387
2024-10-31 09:30:00,AAPL,222.42047119140625,226.39204771768792
2024-11-05 10:30:00,MSFT,418.50146484375,409.6898710390011
2024-11-07 10:30:00,GOOGL,177.94090270996094,180.12492820805548
2024-11-08 10:30:00,GOOGL,179.9363250732422,177.1953776398136
2024-11-08 10:30:00,AAPL,223.98373413085938,226.52682868202487
2024-11-08 10:30:00,MSFT,416.34014892578125,419.7000611781544
2024-11-12 10:30:00,GOOGL,178.46969604492188,181.09290839829637
2024-11-12 10:30:00,TSLA,330.239990234375,326.20886854066424
2024-11-13 10:30:00,GOOGL,175.17724609375,178.2087962656621
2024-11-14 10:30:00,GOOGL,172.09434509277344,175.37895085985303
2024-11-15 10:30:00,TSLA,338.739990234375,321.8064586345481
2024-11-20 10:30:00,GOOGL,167.24549865722656,174.78092288959246
2024-11-21 10:30:00,GOOGL,164.38206481933594,166.33352699828518
2024-11-25 10:30:00,MSFT,427.133544921875,416.75137531161613
2024-11-26 10:30:00,AAPL,234.67198181152344,234.49903203325314
2024-11-27 10:30:00,GOOGL,168.5624542236328,168.64680317096128
2024-11-27 10:30:00,TSLA,345.1600036621094,335.1992569152359
2024-12-02 10:30:00,AAPL,242.3834991455078,238.9815084398305
2024-12-03 10:30:00,AAPL,242.74310302734375,241.46934576094054
2024-12-04 10:30:00,GOOGL,172.24398803710938,174.127323663696
2024-12-05 10:30:00,GOOGL,174.30926513671875,172.58296679173617
2024-12-06 10:30:00,MSFT,445.12744140625,440.7055342468518
2024-12-11 10:30:00,TSLA,418.1000061035156,416.7359477118274
2024-12-11 10:30:00,MSFT,448.6603698730469,445.96237503853973
2024-12-12 10:30:00,AAPL,247.85748291015625,247.4771900614522
2024-12-19 10:30:00,TSLA,421.05999755859375,442.01894451313836
2024-12-20 10:30:00,GOOGL,194.40611267089844,191.17700725770254
2024-12-24 10:30:00,MSFT,437.2332763671875,436.1327088387526
2024-12-26 10:30:00,MSFT,429.66845703125,436.4186644288709
2024-12-27 10:30:00,MSFT,423.9798583984375,429.2694346937947
2024-12-30 10:30:00,GOOGL,189.08224487304688,190.5599303868897
2024-12-31 10:30:00,AAPL,243.5821990966797,251.27164514038054
2025-01-03 10:30:00,GOOGL,196.64352416992188,192.5909905026384
2025-01-08 10:30:00,GOOGL,191.81907653808594,193.00198801489415
2025-01-10 10:30:00,GOOGL,190.79026794433594,192.52395868662722
2025-01-10 10:30:00,TSLA,403.30999755859375,392.3515627646183
2025-01-13 10:30:00,MSFT,414.8382263183594,415.1391582770736
2025-01-16 10:30:00,GOOGL,195.77452087402344,192.208678721003
2025-01-22 10:30:00,AAPL,223.41436767578125,223.8135736667721
2025-01-24 10:30:00,GOOGL,191.58934020996094,200.0912593895563
2025-01-28 10:30:00,AAPL,239.0971221923828,237.11423085685908
2025-01-28 10:30:00,MSFT,441.44482421875,442.1274097434663
2025-01-29 10:30:00,TSLA,400.2799987792969,391.16831179633306
2025-01-30 10:30:00,TSLA,404.6000061035156,403.7569536186856
2025-01-31 10:30:00,TSLA,383.67999267578125,405.8192592070322
2025-02-04 10:30:00,MSFT,412.4629821777344,412.3932251793451
2025-02-10 10:30:00,GOOGL,185.10682678222656,188.60569061063634
2025-02-12 10:30:00,AAPL,241.52999877929688,235.34813058054525
2025-02-12 10:30:00,MSFT,409.7184753417969,406.57249964189947
2025-02-13 10:30:00,MSFT,407.6126708984375,407.9898202677461
2025-02-14 10:30:00,TSLA,354.1099853515625,354.11805438011197
2025-02-14 10:30:00,MSFT,408.8202819824219,406.33128376323094
2025-02-19 10:30:00,AAPL,245.8300018310547,244.45811697404926
2025-02-25 10:30:00,AAPL,240.36000061035156,247.33746859859
2025-02-25 10:30:00,TSLA,290.79998779296875,311.1168020811881
2025-02-28 10:30:00,AAPL,238.02999877929688,240.78508917760502
2025-03-03 10:30:00,GOOGL,170.72337341308594,168.21924782528055
2025-03-03 10:30:00,TSLA,272.0400085449219,289.0756026842865
2025-03-04 10:30:00,MSFT,401.0199890136719,387.26893993929394
2025-03-05 10:30:00,GOOGL,172.1517333984375,172.57047682687661
2025-03-06 10:30:00,MSFT,393.30999755859375,394.52242819526134
2025-03-10 09:30:00,GOOGL,164.0399932861328,163.69927929524857
2025-03-10 09:30:00,MSFT,380.45001220703125,380.6883817131466
2025-03-14 09:30:00,AAPL,214.0,215.25654026695167
2025-03-18 09:30:00,AAPL,215.24000549316406,213.05179283040195
2025-03-18 09:30:00,MSFT,387.82000732421875,382.9021272578198
2025-03-20 09:30:00,AAPL,218.27000427246094,214.13462431234728
2025-03-21 09:30:00,GOOGL,167.67999267578125,163.79663455089758
2025-03-25 09:30:00,TSLA,272.05999755859375,281.707384136222
2025-03-28 09:30:00,AAPL,222.1300048828125,218.23555763299365
2025-04-01 09:30:00,MSFT,382.1400146484375,380.40439134616093
2025-04-03 09:30:00,GOOGL,145.60000610351562,148.70637110150474
2025-04-03 09:30:00,AAPL,188.3800048828125,199.0914090494069
2025-04-04 09:30:00,TSLA,233.2899932861328,242.21185852451288
2025-04-10 09:30:00,AAPL,198.14999389648438,185.59000645302044
2025-04-10 09:30:00,TSLA,252.30999755859375,245.75575590040714
